Subject Name,Subject Code,Primary Info,Credit Points,Subject Url
Environmental Geoscience,ERTH20002,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/erth20002
The Art of Working Online,MUST10017,Not offered in 2024,1,https://handbook.unimelb.edu.au/2024/subjects/must10017
Symphonic Ensembles 1 (Breadth),MUSI10235,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/musi10235
Big Band 1 (Breadth),MUSI30277,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/musi30277
Symphonic Ensembles 1 (Breadth),MUSI30279,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/musi30279
Law Space: Geographies of Justice,GEOG30031,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/geog30031
Sedimentary Geology and Hydrogeology,GEOL30003,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/geol30003
Creative Nonfiction & Multimodal Writing,CWRI10003,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/cwri10003
Big Band 2 (Breadth),MUSI30278,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/musi30278
Symphonic Ensembles 2 (Breadth),MUSI10236,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/musi10236
Symphonic Ensembles 2 (Breadth),MUSI30280,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/musi30280
Topics in Ethnomusicology,MUSI20217,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/musi20217
Geobiology,GEOL30007,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/geol30007
Corruption in Asia,ASIA30004,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/asia30004
Video Games: Remaking Reality,CCDP10003,"Offered Semester 1, Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/ccdp10003
Area Studies in Ethnomusicology,MUSI20218,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/musi20218
The Electronic Arts: Vision and Sound,CCDP10002,"Offered Semester 1, Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/ccdp10002
Indigenous Astronomy,PHYC10010,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/phyc10010
Essentials of Corporate Valuation,FNCE30011,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/fnce30011
Wines of the World,EURO20009,"Offered July, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/euro20009
Entrepreneurship for Sustainability,MULT30024,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/mult30024
French 8,FREN30022,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/fren30022
Global Francophone Cities,FREN20025,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/fren20025
French 8,FREN10009,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/fren10009
French and Francophone Cultural Studies,FREN30021,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/fren30021
The French Media: From Ink to Link,FREN20024,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/fren20024
Corpus Linguistics,LING30015,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/ling30015
Anthropology & Food in Everyday Life,ANTH10002,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/anth10002
"Global Intersections:Gender, Race, Class",GEND10002,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/gend10002
Game Design,INFO30009,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/info30009
Economics for Environmental Scientists,ENST20004,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/enst20004
"Philosophy, Politics and Economics",ARTS10004,Not offered in 2024,1,https://handbook.unimelb.edu.au/2024/subjects/arts10004
Working with Indigenous Arts & Artists,CREA20001,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/crea20001
Fundamentals of Interaction Design,INFO10003,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/info10003
Build-Your-Own: Metaphysics,PHIL30055,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/phil30055
Science & Engineering in Popular Culture,MULT30023,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/mult30023
Global Francophone Cities,FREN30026,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/fren30026
Investigating Earth's Structure,GEOL20002,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/geol20002
French 8,FREN20023,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/fren20023
Staging German,GERM30025,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/germ30025
Critical Debates,ENGL20035,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/engl20035
Indigenous Musical Instruments,MUSI20232,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/musi20232
Digital Humanities and Social Sciences,ARTS30003,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/arts30003
Arts Internship: Not for Profit,MULT30020,"Offered Semester 1, Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/mult30020
Movies and Money 1,FLTV20022,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/fltv20022
Music Performance Science,MUSI20223,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/musi20223
Hebrew 9,HEBR30018,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/hebr30018
Berlin and Beyond,GERM20011,"Offered Winter Term, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/germ20011
Field Geology,GEOL30009,"Offered July, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/geol30009
Indonesian 6,INDO10004,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/indo10004
Creating Music For Advertising,MUSI20167,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/musi20167
Decolonising the Landscape MultiStudio 1,AIND10005,Not offered in 2024,1,https://handbook.unimelb.edu.au/2024/subjects/aind10005
Latin American Music and Culture,MUSI20236,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/musi20236
Intro to Sustainable Water Management,ENEN30002,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/enen30002
Safeguarding Dark Skies,PHYC30025,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/phyc30025
French 7,FREN10008,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/fren10008
Stand Up and Be Funny,PERF20001,"Offered Semester 1, Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/perf20001
Debating Science in Society,HPSC20024,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/hpsc20024
Global Pop,MUSI20219,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/musi20219
Earth's Surface Processes,EVSC20008,"Offered July, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/evsc20008
Urban Indigenous History,HIST30078,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/hist30078
Challenges & Hopes in Contemporary Asia,UNIB10021,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/unib10021
Going Places - Travelling Smarter,ARTS20002,"Offered Semester 1, Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/arts20002
Indigenous Cultures and Knowledges,UNIB20022,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/unib20022
Inequalities: Causes and Consequences,UNIB20021,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/unib20021
The Buddhist Universe: An Introduction,MULT10021,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/mult10021
Wine & Spirits:An Australian Perspective,AGRI20045,"Offered July, September, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/agri20045
Samba Band,MUSI20163,"Offered January, Semester 1, June, Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/musi20163
Language,LANG10001,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/lang10001
Italian 3,ITAL20007,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/ital20007
Australian Politics in the Long Run,POLS30007,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/pols30007
Japanese 8,JAPN20004,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/japn20004
Hebrew 6,HEBR20008,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/hebr20008
Money and Sweat: Economic Anthropology,ANTH30024,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/anth30024
The Holocaust & Genocide,HIST20013,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/hist20013
A History of Violence,HIST30068,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/hist30068
German 9,GERM20009,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/germ20009
Renaissance Art in Global Context,AHIS30022,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/ahis30022
Free Play New Music Improvisation Ensem,MUSI20164,"Offered January, Semester 1, June, Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/musi20164
French 3,FREN10001,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/fren10001
Hebrew 4,HEBR10006,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/hebr10006
Second Language Learning and Teaching,LING20003,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/ling20003
First Language Acquisition,LING30003,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/ling30003
Rebels and Revolutionaries,HIST20065,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/hist20065
Ancient Greek 4,CLAS10021,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/clas10021
Italian 4,ITAL10002,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/ital10002
Chinese 5,CHIN30008,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/chin30008
French 5,FREN10006,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/fren10006
Great Chinese Classics,CHIN30011,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/chin30011
Ethnic Nationalism and the Modern World,ANTH20011,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/anth20011
Spanish 5,SPAN10007,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/span10007
"Rock, Pop & Resistance",SPAN30012,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/span30012
Spanish 7,SPAN30016,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/span30016
German 8,GERM30022,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/germ30022
"Work, Labour and Society",SOCI30015,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/soci30015
Race and Gender: Philosophical Issues,PHIL30052,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/phil30052
Cold War Cultures in Asia,HIST30066,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/hist30066
Valuation of Land and Buildings,PROP30001,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/prop30001
Spanish 4,SPAN10004,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/span10004
Understanding Society,SOCI10001,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/soci10001
Law in Social Theory,CRIM30012,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/crim30012
Policing,CRIM20003,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/crim20003
Living in a Risk Society,SOCI30009,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/soci30009
The History of Cool: Fashion & Attitude,DPSS10007,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/dpss10007
Aboriginal Women: Activism & Leadership,INDG20003,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/indg20003
Literature and Performance,ENGL10002,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/engl10002
Italian Fictions,ITAL30006,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/ital30006
Trans Studies: Cultures and Communities,GEND30007,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/gend30007
Languages of Venice: Study Abroad,ITAL20006,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/ital20006
Arts Internship: Not for Profit,MULT20012,"Offered Semester 1, Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/mult20012
Spanish 1,SPAN10001,"Offered Semester 1, Winter Term, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/span10001
European Art & Absolute Power 1660-1815,AHIS30003,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/ahis30003
Shakespeare in Performance,ENGL20033,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/engl20033
Social Problems in Japan,JAPN30002,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/japn30002
The House of Fiction: Literary Realism,ENGL20025,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/engl20025
Copernicus to Darwin: A Cultural History,HPSC30037,"Offered Summer Term, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/hpsc30037
Marketing Communications,MECM30013,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/mecm30013
French 6,FREN30004,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/fren30004
China in Global History since 1945,HIST20086,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/hist20086
Community Volunteering - Global,MULT30021,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/mult30021
Interpreting Material Culture,ANCW20028,"Offered Summer Term, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/ancw20028
Introduction to Language Translation,ARTS30002,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/arts30002
Theatre Histories,ENGL20036,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/engl20036
"Science, Technology and Public Policy",PPMN20001,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/ppmn20001
German 1,GERM10004,"Offered Summer Term, Semester 1, Winter Term, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/germ10004
French 6,FREN20002,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/fren20002
Experiencing Italian Foodscapes,EURO20008,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/euro20008
From Page to Stage: French Theatre,FREN20022,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/fren20022
Race and Racism in Australia,SOCI30014,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/soci30014
Japanese 6,JAPN10004,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/japn10004
Russian 4,RUSS20005,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/russ20005
Ancient Egyptian 2,ANCW10007,"Offered August, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/ancw10007
Business Analytics,ISYS30008,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/isys30008
Italian 8,ITAL10010,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/ital10010
"Crime, Criminology, and Critique",CRIM10001,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/crim10001
God and the Natural Sciences,HPSC20020,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/hpsc20020
Modern and Contemporary Literature,ENGL10001,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/engl10001
Ancient Egyptian 3,ANCW20023,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/ancw20023
Arabic 5,ARBC20006,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/arbc20006
Chinese 6,CHIN30009,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/chin30009
Global Youth,GEOG10003,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/geog10003
Asian Religions in Societal Context,ASIA30003,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/asia30003
German 7,GERM20001,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/germ20001
"Slavery & Freedom: US History, 1763-1945",HIST20059,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/hist20059
Korean 4,KORE10004,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/kore10004
Chinese 8,CHIN10004,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/chin10004
"Sex, Gender and Culture",GEND10001,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/gend10001
Human Rights in Asia and the Middle East,ASIA20007,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/asia20007
Interpreting Australian Landscape Design,LARC30002,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/larc30002
Genders and Desires in Asia,ASIA20003,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/asia20003
Decadent Literature,ENGL30016,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/engl30016
Design and Property Studio,PROP30003,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/prop30003
French 7,FREN30001,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/fren30001
Italian 7,ITAL30015,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/ital30015
Chinese 6,CHIN10018,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/chin10018
"Israelis & Palestinians: Conflict, Peace",JEWI20006,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/jewi20006
Italian 6,ITAL10007,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/ital10007
German 6,GERM30006,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/germ30006
The Politics of Sex,POLS20011,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/pols20011
Keeping the Body in Mind,ANTH20001,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/anth20001
German 9,GERM30003,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/germ30003
Chinese 9,CHIN30027,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/chin30027
German Cultural Studies C,GERM30002,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/germ30002
Novels,CWRI30001,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/cwri30001
Korean 2,KORE10002,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/kore10002
Italian 5A,ITAL30003,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/ital30003
German Cultural Studies B,GERM20003,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/germ20003
Latin 4,CLAS10014,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/clas10014
Gender and Contemporary Culture,CULS20017,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/culs20017
Italian 6,ITAL20010,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/ital20010
Race in the Americas,HIST30059,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/hist30059
Hebrew 6,HEBR10012,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/hebr10012
Ancient Greek 4,CLAS20016,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/clas20016
Chinese Cinema,CHIN20016,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/chin20016
Public Policy Making,POLS20008,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/pols20008
Tales of Muslim Spain,SPAN30022,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/span30022
Phenomenology and Existentialism,PHIL20041,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/phil20041
Reading Japanese Literature,JAPN30011,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/japn30011
The Qur'an: An Introduction,ISLM20003,"Offered February, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/islm20003
Latin 5,CLAS20030,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/clas20030
Russian Culture Through Film,RUSS30005,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/russ30005
Arabic 4,ARBC10002,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/arbc10002
Arabic 4,ARBC20005,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/arbc20005
Finance for Built Environment,PROP20001,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/prop20001
Arabic 3,ARBC10001,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/arbc10001
Writing Identity and Difference,CWRI20012,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/cwri20012
Intensive Beginners Latin,CLAS20021,"Offered Summer Term, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/clas20021
Australian Art,AHIS20002,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/ahis20002
Australian Foreign Policy,POLS30019,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/pols30019
Hebrew 2,HEBR10002,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/hebr10002
"Rock, Pop & Resistance",SPAN20016,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/span20016
Performance and the World,ENGL30048,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/engl30048
A History of Sexualities,HIST30004,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/hist30004
Science and Society,HPSC30023,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/hpsc30023
Asian Century: Meaning and Impact,ASIA10002,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/asia10002
"Language, Society and Culture",LING20010,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/ling20010
German 5,GERM20007,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/germ20007
Ancient Egyptian 1,ANCW10006,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/ancw10006
Chinese 9,CHIN10001,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/chin10001
"Literature, Environment, Crisis",ENGL30047,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/engl30047
Indigenous People & Ecological Collapse,INDG20002,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/indg20002
German 7,GERM30021,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/germ30021
Japanese Grammar in Action,JAPN30013,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/japn30013
Spirituality in Islam,ISLM20016,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/islm20016
Comedy,ENGL30051,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/engl30051
German 2,GERM10005,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/germ10005
Memory & Memoirs of 20th Century Europe,EURO20003,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/euro20003
Romanticism to Decadence: French Novels,FREN30005,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/fren30005
